provinsi,kabkota,nama,kode_wilayah,total_pd,total_pd_laki,total_pd_perempuan,tk_pd,tk_pd_laki,tk_pd_perempuan,kb_pd,kb_pd_laki,kb_pd_perempuan,tpa_pd,tpa_pd_laki,tpa_pd_perempuan,sps_pd,sps_pd_laki,sps_pd_perempuan,pkbm_pd,pkbm_pd_laki,pkbm_pd_perempuan,skb_pd,skb_pd_laki,skb_pd_perempuan,sma_pd,sma_pd_laki,sma_pd_perempuan,smk_pd,smk_pd_laki,smk_pd_perempuan,slb_pd,slb_pd_laki,slb_pd_perempuan,sd_pd,sd_pd_laki,sd_pd_perempuan,smp_pd,smp_pd_laki,smp_pd_perempuan
Prov. Jawa Barat,Kota Sukabumi,Kec. Cikole,026205,24490,12700,11790,926,482,444,373,217,156,0,0,0,126,64,62,1585,1060,525,0,0,0,3729,1615,2114,4584,2556,2028,0,0,0,6972,3624,3348,6195,3082,3113
Prov. Jawa Barat,Kota Sukabumi,Kec. Citamiang,026202,13697,6606,7091,268,128,140,428,215,213,0,0,0,120,60,60,623,377,246,0,0,0,1488,662,826,2313,905,1408,0,0,0,5859,2945,2914,2598,1314,1284
Prov. Jawa Barat,Kota Sukabumi,Kec. Gunung Puyuh,026204,10535,5411,5124,591,309,282,430,233,197,0,0,0,85,47,38,935,590,345,0,0,0,2034,898,1136,367,196,171,0,0,0,4314,2215,2099,1779,923,856
Prov. Jawa Barat,Kota Sukabumi,Kec. Warudoyong,026203,9151,4828,4323,377,188,189,631,290,341,0,0,0,154,87,67,550,352,198,0,0,0,0,0,0,253,179,74,0,0,0,4754,2467,2287,2432,1265,1167
Prov. Jawa Barat,Kota Sukabumi,Kec. Cibeureum,026207,8331,4344,3987,267,140,127,280,149,131,0,0,0,204,102,102,359,227,132,0,0,0,1399,652,747,0,0,0,0,0,0,4801,2540,2261,1021,534,487
Prov. Jawa Barat,Kota Sukabumi,Kec. Lembur Situ,026206,8082,4504,3578,272,143,129,434,224,210,0,0,0,140,66,74,124,69,55,187,100,87,0,0,0,2419,1632,787,0,0,0,3101,1573,1528,1405,697,708
Prov. Jawa Barat,Kota Sukabumi,Kec. Baros,026201,6800,3558,3242,351,169,182,328,168,160,0,0,0,164,87,77,276,176,100,0,0,0,43,21,22,207,133,74,325,193,132,4030,2063,1967,1076,548,528
Prov. Jawa Barat,Kab. Pangandaran,KEC. PADAHERANG,022556,11042,5845,5197,355,186,169,480,251,229,0,0,0,0,0,0,506,315,191,0,0,0,102,41,61,2371,1309,1062,0,0,0,4639,2373,2266,2589,1370,1219
Prov. Jawa Barat,Kab. Pangandaran,KEC. PANGANDARAN,022558,10919,5605,5314,527,272,255,594,288,306,0,0,0,40,20,20,82,56,26,0,0,0,1492,670,822,1891,981,910,81,56,25,4275,2253,2022,1937,1009,928
Prov. Jawa Barat,Kab. Pangandaran,KEC. PARIGI,022560,9050,4570,4480,680,339,341,417,207,210,0,0,0,0,0,0,197,119,78,0,0,0,1338,605,733,602,283,319,176,104,72,3591,1862,1729,2049,1051,998
Prov. Jawa Barat,Kab. Pangandaran,KEC. LANGKAPLANCAR,022554,6929,3665,3264,515,287,228,594,314,280,0,0,0,0,0,0,84,51,33,0,0,0,487,228,259,358,211,147,3,1,2,3664,1895,1769,1224,678,546
Prov. Jawa Barat,Kab. Pangandaran,KEC. CIMERAK,022552,6398,3311,3087,471,247,224,202,97,105,0,0,0,152,82,70,178,85,93,0,0,0,124,39,85,520,292,228,65,38,27,3563,1865,1698,1123,566,557
Prov. Jawa Barat,Kab. Pangandaran,KEC. KALIPUCANG,022557,5999,3196,2803,230,128,102,244,117,127,0,0,0,0,0,0,222,139,83,0,0,0,0,0,0,1057,584,473,126,76,50,2883,1523,1360,1237,629,608
Prov. Jawa Barat,Kab. Pangandaran,KEC. CIJULANG,022551,5259,2781,2478,476,240,236,129,70,59,0,0,0,0,0,0,104,52,52,0,0,0,0,0,0,1551,848,703,69,38,31,2267,1180,1087,663,353,310
Prov. Jawa Barat,Kab. Pangandaran,KEC. MANGUNJAYA,022555,5115,2563,2552,436,211,225,269,144,125,0,0,0,50,24,26,80,63,17,0,0,0,1327,549,778,111,87,24,0,0,0,1902,995,907,940,490,450
Prov. Jawa Barat,Kab. Pangandaran,KEC. SIDAMULIH,022559,4009,2058,1951,231,101,130,184,95,89,0,0,0,88,47,41,30,16,14,0,0,0,0,0,0,164,99,65,0,0,0,2188,1142,1046,1124,558,566
Prov. Jawa Barat,Kab. Pangandaran,KEC. CIGUGUR,022553,3453,1779,1674,229,117,112,363,173,190,0,0,0,0,0,0,500,281,219,0,0,0,250,129,121,215,108,107,67,35,32,1474,758,716,355,178,177
Prov. Jawa Timur,Kota Surabaya,Kec. Sawahan,056017,29521,15495,14026,3203,1649,1554,88,36,52,0,0,0,1465,765,700,85,55,30,0,0,0,2389,1003,1386,5955,3569,2386,0,0,0,12419,6351,6068,3917,2067,1850
Prov. Jawa Timur,Kota Surabaya,Kec. Sukolilo,056008,29345,14388,14957,2763,1447,1316,529,268,261,65,31,34,487,247,240,402,261,141,0,0,0,3606,1721,1885,5279,2002,3277,138,86,52,10491,5498,4993,5585,2827,2758
Prov. Jawa Timur,Kota Surabaya,Kec. Tambaksari,056020,29111,14815,14296,4198,2091,2107,432,224,208,67,33,34,1715,891,824,430,296,134,0,0,0,2257,1058,1199,2185,1064,1121,115,81,34,12473,6384,6089,5239,2693,2546
Prov. Jawa Timur,Kota Surabaya,Kec. Gubeng,056010,27203,14774,12429,2658,1377,1281,267,138,129,59,38,21,952,510,442,230,120,110,0,0,0,2395,1206,1189,5810,3671,2139,146,99,47,10304,5415,4889,4382,2200,2182
Prov. Jawa Timur,Kota Surabaya,Kec. Kenjeran,056021,26396,13096,13300,4498,2240,2258,249,131,118,0,0,0,1303,670,633,90,55,35,94,53,41,1933,770,1163,1345,541,804,47,26,21,9724,4982,4742,7113,3628,3485
Prov. Jawa Timur,Kota Surabaya,Kec. Wonokromo,056011,25895,12689,13206,2432,1230,1202,173,82,91,32,22,10,1180,639,541,136,99,37,0,0,0,1997,919,1078,4660,1926,2734,128,64,64,8694,4495,4199,6463,3213,3250
Prov. Jawa Timur,Kota Surabaya,Kec. Semampir,056023,23284,11781,11503,3188,1590,1598,171,91,80,0,0,0,1736,896,840,954,608,346,0,0,0,1464,606,858,620,238,382,0,0,0,11884,6111,5773,3267,1641,1626
Prov. Jawa Timur,Kota Surabaya,Kec. Sukomanunggal,056016,22671,11599,11072,2577,1361,1216,341,188,153,0,0,0,861,437,424,48,27,21,0,0,0,1388,709,679,3650,1825,1825,100,62,38,8500,4357,4143,5206,2633,2573
Prov. Jawa Timur,Kota Surabaya,Kec. Genteng,056019,22637,10750,11887,1271,657,614,129,71,58,0,0,0,516,263,253,0,0,0,0,0,0,7653,3522,4131,3570,1513,2057,0,0,0,4927,2477,2450,4571,2247,2324
Prov. Jawa Timur,Kota Surabaya,Kec. Mulyorejo,056009,22535,12109,10426,2264,1160,1104,613,330,283,16,6,10,667,367,300,127,75,52,0,0,0,3314,1735,1579,1558,1208,350,54,35,19,8889,4504,4385,5033,2689,2344
Prov. Jawa Timur,Kota Surabaya,Kec. Wonocolo,056004,22009,11039,10970,1458,709,749,141,75,66,15,5,10,616,346,270,211,126,85,0,0,0,3154,1479,1675,6960,3479,3481,46,23,23,5609,2894,2715,3799,1903,1896
Prov. Jawa Timur,Kota Surabaya,Kec. Krembangan,056026,20566,10637,9929,2479,1262,1217,242,119,123,0,0,0,895,455,440,0,0,0,0,0,0,2059,991,1068,940,702,238,0,0,0,8235,4222,4013,5716,2886,2830
Prov. Jawa Timur,Kota Surabaya,Kec. Tandes,056015,18682,10121,8561,2098,1023,1075,148,82,66,0,0,0,1450,767,683,1006,671,335,0,0,0,1186,484,702,2035,1645,390,20,11,9,7883,3972,3911,2856,1466,1390
Prov. Jawa Timur,Kota Surabaya,Kec. Rungkut,056007,18009,9275,8734,3033,1573,1460,411,216,195,37,19,18,791,402,389,195,117,78,0,0,0,2021,934,1087,90,45,45,103,71,32,8129,4255,3874,3199,1643,1556
Prov. Jawa Timur,Kota Surabaya,Kec. Lakarsantri,056014,15772,8046,7726,1223,630,593,577,284,293,0,0,0,606,324,282,341,226,115,0,0,0,2361,1098,1263,401,230,171,46,28,18,6998,3586,3412,3219,1640,1579
Prov. Jawa Timur,Kota Surabaya,Kec. Tegal Sari,056018,14432,7332,7100,1624,826,798,194,112,82,12,3,9,581,289,292,0,0,0,0,0,0,2087,991,1096,119,117,2,74,36,38,7585,3857,3728,2156,1101,1055
Prov. Jawa Timur,Kota Surabaya,Kec. Bubutan,056025,14371,8063,6308,1846,935,911,75,35,40,10,5,5,921,448,473,0,0,0,0,0,0,75,47,28,2290,1886,404,43,27,16,7410,3813,3597,1701,867,834
Prov. Jawa Timur,Kota Surabaya,Kec. Sambi Kerep,056031,13333,6775,6558,1002,531,471,326,174,152,21,11,10,648,332,316,379,241,138,0,0,0,951,455,496,1599,730,869,0,0,0,4914,2503,2411,3493,1798,1695
Prov. Jawa Timur,Kota Surabaya,Kec. Simokerto,056022,12913,6597,6316,2016,1030,986,96,49,47,0,0,0,1123,576,547,68,27,41,0,0,0,699,310,389,1173,629,544,62,40,22,5087,2632,2455,2589,1304,1285
Prov. Jawa Timur,Kota Surabaya,Kec. Dukuh Pakis,056012,12583,6428,6155,1458,760,698,219,124,95,0,0,0,564,285,279,10,8,2,0,0,0,1598,793,805,491,218,273,29,19,10,4926,2576,2350,3288,1645,1643
Prov. Jawa Timur,Kota Surabaya,Kec. Benowo,056028,12542,6094,6448,1743,882,861,294,149,145,98,52,46,612,309,303,0,0,0,0,0,0,1787,703,1084,1172,446,726,70,43,27,4635,2398,2237,2131,1112,1019
Prov. Jawa Timur,Kota Surabaya,Kec. Pakal,056030,12394,6495,5899,1487,804,683,143,85,58,13,8,5,916,465,451,101,71,30,0,0,0,910,418,492,383,261,122,36,23,13,5829,2998,2831,2576,1362,1214
Prov. Jawa Timur,Kota Surabaya,Kec. Gayungan,056003,12178,6549,5629,879,436,443,113,59,54,9,4,5,237,113,124,396,244,152,0,0,0,2685,1184,1501,1726,1424,302,76,44,32,4258,2166,2092,1799,875,924
Prov. Jawa Timur,Kota Surabaya,Kec. Wiyung,056013,11441,5779,5662,1758,921,837,338,170,168,25,13,12,572,309,263,95,64,31,0,0,0,1290,557,733,0,0,0,0,0,0,4897,2433,2464,2466,1312,1154
Prov. Jawa Timur,Kota Surabaya,Kec. Karang Pilang,056001,10522,5312,5210,1598,813,785,134,72,62,5,1,4,738,368,370,0,0,0,0,0,0,533,228,305,275,185,90,74,57,17,4388,2206,2182,2777,1382,1395
Prov. Jawa Timur,Kota Surabaya,Kec. Jambangan,056002,10066,5264,4802,860,416,444,173,83,90,0,0,0,496,264,232,235,142,93,0,0,0,1721,818,903,825,586,239,82,53,29,2601,1317,1284,3073,1585,1488
Prov. Jawa Timur,Kota Surabaya,Kec. Tenggilis Mejoyo,056005,9873,4874,4999,1337,685,652,134,70,64,7,7,0,347,152,195,0,0,0,0,0,0,1476,599,877,0,0,0,0,0,0,4302,2179,2123,2270,1182,1088
Prov. Jawa Timur,Kota Surabaya,Kec. Bulak,056029,9245,4597,4648,1159,569,590,63,33,30,0,0,0,670,348,322,0,0,0,0,0,0,1240,539,701,263,97,166,100,66,34,3862,1963,1899,1888,982,906
Prov. Jawa Timur,Kota Surabaya,Kec. Gununganyar,056006,9162,4802,4360,1879,978,901,329,184,145,82,38,44,422,207,215,482,256,226,0,0,0,0,0,0,462,250,212,0,0,0,3883,1998,1885,1623,891,732
Prov. Jawa Timur,Kota Surabaya,Kec. Pabean Cantian,056024,8600,4838,3762,1020,505,515,29,18,11,0,0,0,663,351,312,0,0,0,0,0,0,663,280,383,1943,1461,482,0,0,0,3038,1606,1432,1244,617,627
Prov. Jawa Timur,Kota Surabaya,Kec. Asemrowo,056027,5203,2826,2377,912,470,442,126,65,61,8,6,2,503,256,247,0,0,0,0,0,0,75,32,43,367,355,12,0,0,0,1915,987,928,1297,655,642
Prov. Jawa Barat,Kota Banjar,Kec. Banjar,026901,14622,7142,7480,458,231,227,167,96,71,7,2,5,1282,663,619,455,240,215,0,0,0,2478,1035,1443,2654,1176,1478,106,73,33,4595,2383,2212,2420,1243,1177
Prov. Jawa Barat,Kota Banjar,Kec. Langensari,026904,11938,6150,5788,195,99,96,298,145,153,0,0,0,1193,609,584,434,241,193,0,0,0,1263,437,826,2040,1165,875,79,53,26,4004,2107,1897,2432,1294,1138
Prov. Jawa Barat,Kota Banjar,Kec. Pataruman,026903,10394,5359,5035,190,93,97,209,112,97,17,7,10,1344,683,661,376,217,159,0,0,0,0,0,0,1625,954,671,179,104,75,4191,2100,2091,2263,1089,1174
Prov. Jawa Barat,Kota Banjar,Kec. Purwaharja,026902,4951,2838,2113,177,85,92,214,114,100,0,0,0,490,244,246,194,117,77,56,22,34,0,0,0,1901,1245,656,0,0,0,1430,726,704,489,285,204
Prov. Jawa Timur,Kab. Malang,Kec. Singosari,051828,33037,17356,15681,3756,1872,1884,917,502,415,0,0,0,0,0,0,0,0,0,0,0,0,2112,789,1323,7498,4626,2872,0,0,0,12160,6308,5852,6594,3259,3335
Prov. Jawa Timur,Kab. Malang,Kec. Kepanjen,051816,29161,15080,14081,2354,1208,1146,1379,715,664,0,0,0,0,0,0,871,474,397,384,225,159,2286,835,1451,6884,4092,2792,100,58,42,9108,4774,4334,5795,2699,3096
Prov. Jawa Timur,Kab. Malang,Kec. Turen,051812,21856,10932,10924,2849,1474,1375,725,368,357,0,0,0,0,0,0,125,67,58,0,0,0,1304,454,850,6354,3123,3231,83,47,36,6947,3637,3310,3469,1762,1707
Prov. Jawa Timur,Kab. Malang,Kec. Lawang,051827,20283,10253,10030,3125,1652,1473,528,263,265,22,17,5,0,0,0,1006,666,340,0,0,0,1836,630,1206,716,369,347,211,132,79,9154,4684,4470,3685,1840,1845
Prov. Jawa Timur,Kab. Malang,Kec. Pakis,051825,19068,10024,9044,3279,1728,1551,934,463,471,28,15,13,0,0,0,677,427,250,0,0,0,1150,521,629,868,484,384,43,29,14,7476,3880,3596,4613,2477,2136
Prov. Jawa Timur,Kab. Malang,Kec. Bululawang,051815,18276,8711,9565,1350,689,661,880,480,400,0,0,0,0,0,0,0,0,0,0,0,0,4471,1789,2682,1240,729,511,0,0,0,3413,1698,1715,6922,3326,3596
Prov. Jawa Timur,Kab. Malang,Kec. Gondanglegi,051814,18105,9046,9059,1352,716,636,725,363,362,17,12,5,0,0,0,151,81,70,0,0,0,2659,1048,1611,4069,2214,1855,0,0,0,4615,2375,2240,4517,2237,2280
Prov. Jawa Timur,Kab. Malang,Kec. Dampit,051807,18030,9249,8781,2025,1093,932,951,484,467,0,0,0,0,0,0,163,92,71,0,0,0,1159,403,756,2935,1783,1152,0,0,0,7846,3944,3902,2951,1450,1501
Prov. Jawa Timur,Kab. Malang,Kec. Tumpang,051824,13989,6865,7124,1810,912,898,305,151,154,0,0,0,0,0,0,226,132,94,0,0,0,1966,693,1273,1881,1026,855,67,39,28,5281,2726,2555,2453,1186,1267
Prov. Jawa Timur,Kab. Malang,Kec. Karangploso,051829,13401,6384,7017,1473,774,699,719,380,339,38,18,20,0,0,0,1739,964,775,0,0,0,730,104,626,487,315,172,57,42,15,4491,2285,2206,3667,1502,2165
Prov. Jawa Timur,Kab. Malang,Kec. Sumberpucung,051817,13214,6994,6220,1258,663,595,383,187,196,0,0,0,0,0,0,293,192,101,0,0,0,1427,468,959,2318,1583,735,118,75,43,4813,2472,2341,2604,1354,1250
Prov. Jawa Timur,Kab. Malang,Kec. Poncokusumo,051810,13165,7054,6111,878,443,435,1629,825,804,0,0,0,34,21,13,379,237,142,0,0,0,0,0,0,2488,1407,1081,0,0,0,4879,2549,2330,2878,1572,1306
Prov. Jawa Timur,Kab. Malang,Kec. Sumber Manjing Wetan,051806,13000,6719,6281,1748,918,830,381,184,197,0,0,0,0,0,0,750,414,336,0,0,0,498,230,268,1050,522,528,0,0,0,6520,3339,3181,2053,1112,941
Prov. Jawa Timur,Kab. Malang,Kec. Dau,051830,12259,6130,6129,877,437,440,718,337,381,42,20,22,78,38,40,236,141,95,0,0,0,2079,905,1174,89,85,4,0,0,0,4123,2046,2077,4017,2121,1896
Prov. Jawa Timur,Kab. Malang,Kec. Pakisaji,051822,11905,6100,5805,1734,870,864,743,364,379,0,0,0,39,20,19,167,95,72,0,0,0,52,26,26,495,256,239,64,41,23,6423,3243,3180,2188,1185,1003
Prov. Jawa Timur,Kab. Malang,Kec. Jabung,051826,11796,5724,6072,1670,831,839,448,220,228,0,0,0,0,0,0,252,145,107,0,0,0,462,159,303,1129,432,697,36,23,13,4442,2313,2129,3357,1601,1756
Prov. Jawa Timur,Kab. Malang,Kec. Wagir,051821,11519,5966,5553,1357,665,692,948,482,466,0,0,0,0,0,0,675,430,245,0,0,0,135,69,66,146,92,54,0,0,0,5781,2997,2784,2477,1231,1246
Prov. Jawa Timur,Kab. Malang,Kec. Tirto Yudo,051808,11333,5851,5482,924,497,427,1519,796,723,0,0,0,0,0,0,562,318,244,0,0,0,301,145,156,479,275,204,0,0,0,5391,2704,2687,2157,1116,1041
Prov. Jawa Timur,Kab. Malang,Kec. Wajak,051811,10988,5867,5121,1302,703,599,841,447,394,0,0,0,0,0,0,450,294,156,0,0,0,368,168,200,463,305,158,0,0,0,4602,2404,2198,2962,1546,1416
Prov. Jawa Timur,Kab. Malang,Kec. Ngantang,051832,9324,4813,4511,955,489,466,225,110,115,0,0,0,0,0,0,339,250,89,0,0,0,815,284,531,813,467,346,0,0,0,4079,2125,1954,2098,1088,1010
Prov. Jawa Timur,Kab. Malang,Kec. Pujon,051831,8879,4572,4307,860,446,414,339,199,140,0,0,0,0,0,0,317,193,124,0,0,0,430,156,274,843,462,381,45,25,20,4119,2095,2024,1926,996,930
Prov. Jawa Timur,Kab. Malang,Kec. Bantur,051804,8824,4618,4206,761,393,368,391,206,185,0,0,0,0,0,0,28,18,10,0,0,0,323,122,201,768,410,358,0,0,0,4561,2407,2154,1992,1062,930
Prov. Jawa Timur,Kab. Malang,Kec. Gedangan,051805,8712,4508,4204,582,285,297,578,290,288,0,0,0,0,0,0,452,242,210,0,0,0,206,110,96,1804,964,840,0,0,0,4108,2087,2021,982,530,452
Prov. Jawa Timur,Kab. Malang,Kec. Donomulyo,051801,8672,4556,4116,827,412,415,476,239,237,0,0,0,154,75,79,0,0,0,0,0,0,58,28,30,1688,1003,685,34,29,5,3999,2019,1980,1436,751,685
Prov. Jawa Timur,Kab. Malang,Kec. Pagak,051803,8554,4387,4167,663,322,341,176,95,81,0,0,0,39,17,22,252,147,105,0,0,0,1420,739,681,809,409,400,0,0,0,3591,1846,1745,1604,812,792
Prov. Jawa Timur,Kab. Malang,Kec. Ampelgading,051809,8180,4209,3971,1126,587,539,574,299,275,0,0,0,0,0,0,204,110,94,0,0,0,214,130,84,834,407,427,0,0,0,3864,1977,1887,1364,699,665
Prov. Jawa Timur,Kab. Malang,Kec. Pagelaran,051813,7689,3924,3765,1119,575,544,599,277,322,0,0,0,39,18,21,198,112,86,0,0,0,145,58,87,1240,653,587,0,0,0,2951,1541,1410,1398,690,708
Prov. Jawa Timur,Kab. Malang,Kec. Kalipare,051802,7606,3979,3627,1166,603,563,278,147,131,0,0,0,36,14,22,158,96,62,0,0,0,312,123,189,809,479,330,0,0,0,3409,1775,1634,1438,742,696
Prov. Jawa Timur,Kab. Malang,Kec. Ngajum,051820,6770,3471,3299,761,391,370,368,186,182,0,0,0,0,0,0,161,107,54,0,0,0,55,24,31,320,174,146,0,0,0,3222,1611,1611,1883,978,905
Prov. Jawa Timur,Kab. Malang,Kec. Wonosari,051819,5922,3035,2887,679,336,343,274,143,131,0,0,0,0,0,0,338,218,120,0,0,0,0,0,0,487,264,223,0,0,0,3184,1581,1603,960,493,467
Prov. Jawa Timur,Kab. Malang,Kec. Tajinan,051823,5709,3005,2704,1065,548,517,395,195,200,0,0,0,0,0,0,414,219,195,0,0,0,131,71,60,0,0,0,0,0,0,2768,1493,1275,936,479,457
Prov. Jawa Timur,Kab. Malang,Kec. Kromengan,051818,5381,2846,2535,1002,518,484,305,144,161,0,0,0,0,0,0,31,21,10,0,0,0,55,18,37,512,325,187,0,0,0,2460,1265,1195,1016,555,461
Prov. Jawa Timur,Kab. Malang,Kec. Kasembon,051833,5210,2671,2539,361,200,161,370,171,199,0,0,0,33,16,17,358,243,115,0,0,0,198,107,91,645,248,397,0,0,0,1855,943,912,1390,743,647
Prov. Jawa Timur,Kab. Jember,Kec. Sumbersari,052430,26897,14496,12401,3403,1712,1691,710,378,332,53,31,22,184,93,91,376,213,163,0,0,0,3584,1573,2011,3441,2789,652,91,56,35,10690,5427,5263,4365,2224,2141
Prov. Jawa Timur,Kab. Jember,Kec. Kaliwates,052429,24801,12627,12174,3017,1578,1439,475,266,209,73,38,35,374,187,187,132,61,71,0,0,0,3585,1652,1933,457,264,193,96,63,33,10724,5446,5278,5868,3072,2796
Prov. Jawa Timur,Kab. Jember,Kec. Patrang,052431,22521,10667,11854,2180,1067,1113,469,222,247,29,13,16,366,181,185,461,268,193,0,0,0,871,408,463,5900,2359,3541,313,194,119,7765,3863,3902,4167,2092,2075
Prov. Jawa Timur,Kab. Jember,Kec. Ambulu,052405,19009,9741,9268,2898,1550,1348,481,253,228,10,7,3,268,120,148,0,0,0,0,0,0,2488,1074,1414,3337,1851,1486,0,0,0,5790,2993,2797,3737,1893,1844
Prov. Jawa Timur,Kab. Jember,Kec. Tanggul,052418,15927,8160,7767,1757,859,898,320,175,145,0,0,0,226,111,115,38,21,17,0,0,0,1802,751,1051,2659,1517,1142,0,0,0,6407,3244,3163,2718,1482,1236
Prov. Jawa Timur,Kab. Jember,Kec. Wuluhan,052404,15906,8108,7798,2816,1460,1356,640,321,319,0,0,0,344,175,169,88,50,38,0,0,0,227,108,119,1251,590,661,0,0,0,7483,3900,3583,3057,1504,1553
Prov. Jawa Timur,Kab. Jember,Kec. Puger,052403,15823,8072,7751,2388,1216,1172,729,367,362,0,0,0,320,164,156,67,41,26,0,0,0,826,426,400,1415,723,692,0,0,0,6688,3422,3266,3390,1713,1677
Prov. Jawa Timur,Kab. Jember,Kec. Bangsalsari,052419,15265,8002,7263,1420,731,689,712,360,352,0,0,0,164,89,75,70,43,27,0,0,0,237,124,113,1773,924,849,0,0,0,8224,4288,3936,2665,1443,1222
Prov. Jawa Timur,Kab. Jember,Kec. Kalisat,052424,14146,7122,7024,935,470,465,454,244,210,0,0,0,398,206,192,0,0,0,0,0,0,1423,688,735,2104,1016,1088,56,34,22,5867,2989,2878,2909,1475,1434
Prov. Jawa Timur,Kab. Jember,Kec. Balung,052413,13281,7065,6216,1962,1001,961,281,148,133,13,4,9,162,74,88,0,0,0,0,0,0,1510,543,967,2549,1787,762,100,65,35,3581,1810,1771,3123,1633,1490
Prov. Jawa Timur,Kab. Jember,Kec. Sumberbaru,052417,13271,7056,6215,1519,789,730,609,316,293,0,0,0,361,164,197,0,0,0,0,0,0,178,87,91,1351,834,517,0,0,0,8213,4280,3933,1040,586,454
Prov. Jawa Timur,Kab. Jember,Kec. Jenggawah,052410,12922,6583,6339,1927,959,968,228,102,126,0,0,0,248,143,105,330,242,88,0,0,0,830,340,490,1137,529,608,0,0,0,5415,2876,2539,2807,1392,1415
Prov. Jawa Timur,Kab. Jember,Kec. Silo,052407,11972,6191,5781,1664,851,813,362,171,191,0,0,0,177,93,84,129,67,62,0,0,0,326,151,175,77,41,36,0,0,0,6945,3572,3373,2292,1245,1047
Prov. Jawa Timur,Kab. Jember,Kec. Rambipuji,052412,11896,6101,5795,1564,781,783,115,54,61,0,0,0,424,220,204,0,0,0,0,0,0,1106,470,636,803,439,364,0,0,0,5385,2849,2536,2499,1288,1211
Prov. Jawa Timur,Kab. Jember,Kec. Kencong,052401,11732,5731,6001,1602,819,783,271,129,142,0,0,0,166,95,71,17,14,3,0,0,0,1243,460,783,2496,1212,1284,0,0,0,3538,1796,1742,2399,1206,1193
Prov. Jawa Timur,Kab. Jember,Kec. Gumuk Mas,052402,10852,5736,5116,1660,877,783,318,148,170,0,0,0,290,137,153,220,129,91,0,0,0,219,119,100,1721,919,802,10,7,3,4248,2262,1986,2166,1138,1028
Prov. Jawa Timur,Kab. Jember,Kec. Tempurejo,052406,10557,5527,5030,1260,668,592,441,224,217,0,0,0,285,153,132,144,96,48,0,0,0,189,107,82,1525,815,710,0,0,0,5344,2723,2621,1369,741,628
Prov. Jawa Timur,Kab. Jember,Kec. Sukowono,052427,10395,5305,5090,972,485,487,340,193,147,0,0,0,200,108,92,0,0,0,0,0,0,694,373,321,1322,625,697,0,0,0,4860,2527,2333,2007,994,1013
Prov. Jawa Timur,Kab. Jember,Kec. Umbulsari,052414,9505,4856,4649,1685,886,799,299,154,145,0,0,0,358,172,186,0,0,0,0,0,0,921,390,531,688,395,293,0,0,0,3684,1928,1756,1870,931,939
Prov. Jawa Timur,Kab. Jember,Kec. Ajung,052411,9210,4781,4429,1378,736,642,413,202,211,0,0,0,330,178,152,48,32,16,0,0,0,0,0,0,990,476,514,0,0,0,4321,2249,2072,1730,908,822
Prov. Jawa Timur,Kab. Jember,Kec. Panti,052420,8933,4537,4396,1169,581,588,171,99,72,0,0,0,279,137,142,327,199,128,0,0,0,761,384,377,674,320,354,0,0,0,3583,1814,1769,1969,1003,966
Prov. Jawa Timur,Kab. Jember,Kec. Ledok Ombo,052425,8438,4345,4093,797,422,375,693,359,334,0,0,0,293,142,151,39,21,18,0,0,0,0,0,0,531,253,278,0,0,0,4888,2530,2358,1197,618,579
Prov. Jawa Timur,Kab. Jember,Kec. Mumbulsari,052409,8328,4477,3851,512,285,227,327,178,149,0,0,0,316,163,153,290,170,120,0,0,0,711,393,318,0,0,0,0,0,0,4814,2500,2314,1358,788,570
Prov. Jawa Timur,Kab. Jember,Kec. Sumberjambe,052426,8181,4216,3965,872,429,443,418,199,219,0,0,0,487,253,234,38,19,19,0,0,0,91,42,49,403,199,204,0,0,0,4474,2298,2176,1398,777,621
Prov. Jawa Timur,Kab. Jember,Kec. Pakusari,052423,7886,4057,3829,597,314,283,241,128,113,0,0,0,137,60,77,151,96,55,0,0,0,846,439,407,2093,1094,999,0,0,0,2556,1290,1266,1265,636,629
Prov. Jawa Timur,Kab. Jember,Kec. Sukorambi,052421,7500,4115,3385,468,246,222,260,137,123,0,0,0,164,75,89,0,0,0,0,0,0,0,0,0,2819,1652,1167,80,48,32,2682,1384,1298,1027,573,454
Prov. Jawa Timur,Kab. Jember,Kec. Semboro,052415,7269,3848,3421,832,406,426,160,79,81,0,0,0,197,100,97,266,135,131,0,0,0,0,0,0,1696,1030,666,98,52,46,3121,1579,1542,899,467,432
Prov. Jawa Timur,Kab. Jember,Kec. Jombang,052416,7234,3924,3310,1060,529,531,324,179,145,0,0,0,241,131,110,363,246,117,0,0,0,126,74,52,856,620,236,0,0,0,2515,1288,1227,1749,857,892
Prov. Jawa Timur,Kab. Jember,Kec. Mayang,052408,6664,3424,3240,813,412,401,268,119,149,0,0,0,140,66,74,0,0,0,0,0,0,46,35,11,428,199,229,0,0,0,3645,1878,1767,1324,715,609
Prov. Jawa Timur,Kab. Jember,Kec. Arjasa,052422,5625,2867,2758,310,152,158,328,163,165,0,0,0,139,65,74,134,83,51,0,0,0,844,382,462,109,60,49,0,0,0,2910,1502,1408,851,460,391
Prov. Jawa Timur,Kab. Jember,Kec. Jelbuk,052428,4339,2173,2166,237,130,107,323,167,156,0,0,0,185,102,83,0,0,0,0,0,0,92,39,53,423,171,252,0,0,0,2122,1093,1029,957,471,486
