provinsi,kabkota,nama,kode_wilayah,total_pd,total_pd_laki,total_pd_perempuan,tk_pd,tk_pd_laki,tk_pd_perempuan,kb_pd,kb_pd_laki,kb_pd_perempuan,tpa_pd,tpa_pd_laki,tpa_pd_perempuan,sps_pd,sps_pd_laki,sps_pd_perempuan,pkbm_pd,pkbm_pd_laki,pkbm_pd_perempuan,skb_pd,skb_pd_laki,skb_pd_perempuan,sma_pd,sma_pd_laki,sma_pd_perempuan,smk_pd,smk_pd_laki,smk_pd_perempuan,slb_pd,slb_pd_laki,slb_pd_perempuan,sd_pd,sd_pd_laki,sd_pd_perempuan,smp_pd,smp_pd_laki,smp_pd_perempuan
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Sidoarjo,050211,54246,28687,25559,4113,2104,2009,1604,851,753,111,62,49,285,148,137,763,367,396,0,0,0,9521,4451,5070,7190,4819,2371,385,239,146,17730,9163,8567,12544,6483,6061
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Taman,050216,38403,19958,18445,4107,2111,1996,2199,1109,1090,50,25,25,41,22,19,650,264,386,0,0,0,3536,1431,2105,5681,3519,2162,168,109,59,14058,7284,6774,7913,4084,3829
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Waru,050214,38023,19537,18486,6016,3105,2911,1587,840,747,101,52,49,73,37,36,491,241,250,0,0,0,2338,1055,1283,1741,1087,654,202,135,67,16890,8621,8269,8584,4364,4220
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Krian,050217,34168,18186,15982,1967,1006,961,1991,1048,943,27,11,16,162,80,82,434,224,210,0,0,0,3144,1262,1882,6894,4397,2497,169,103,66,11622,5976,5646,7758,4079,3679
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Buduran,050212,26684,13421,13263,2368,1207,1161,1112,595,517,80,48,32,0,0,0,132,93,39,0,0,0,1767,875,892,9683,4643,5040,42,34,8,7666,3983,3683,3834,1943,1891
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Sukodono,050210,19474,9882,9592,2642,1425,1217,1126,597,529,0,0,0,136,69,67,898,482,416,0,0,0,582,217,365,949,378,571,96,51,45,9596,4882,4714,3449,1781,1668
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Gedangan,050215,18949,9770,9179,1819,927,892,1339,738,601,100,57,43,95,54,41,505,300,205,0,0,0,2979,1344,1635,626,435,191,351,204,147,8044,4111,3933,3091,1600,1491
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Candi,050207,18483,9715,8768,2918,1522,1396,1246,610,636,97,47,50,150,72,78,117,51,66,0,0,0,850,490,360,59,31,28,164,93,71,8893,4688,4205,3989,2111,1878
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Tulangan,050208,16588,9023,7565,1959,992,967,936,494,442,1,1,0,263,136,127,415,243,172,318,214,104,760,346,414,2501,1730,771,75,40,35,6292,3243,3049,3068,1584,1484
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Sedati,050213,15811,8585,7226,1954,1002,952,832,458,374,96,58,38,21,9,12,0,0,0,0,0,0,609,241,368,1938,1478,460,0,0,0,6613,3431,3182,3748,1908,1840
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Porong,050204,13255,6636,6619,1219,648,571,554,280,274,33,13,20,0,0,0,436,226,210,0,0,0,2800,1179,1621,273,131,142,199,131,68,4587,2407,2180,3154,1621,1533
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Krembung,050203,12034,6068,5966,1313,707,606,408,218,190,0,0,0,619,295,324,217,111,106,0,0,0,1284,461,823,1749,953,796,54,39,15,4274,2191,2083,2116,1093,1023
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Wonoayu,050209,10726,5391,5335,1008,496,512,645,311,334,0,0,0,45,23,22,480,279,201,0,0,0,1072,404,668,404,168,236,79,55,24,4807,2533,2274,2186,1122,1064
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Tanggulangin,050206,10201,5411,4790,1286,653,633,474,250,224,79,47,32,95,50,45,79,37,42,0,0,0,246,115,131,405,243,162,70,41,29,4953,2600,2353,2514,1375,1139
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Prambon,050202,9844,5085,4759,1262,657,605,669,349,320,0,0,0,159,83,76,52,36,16,0,0,0,243,120,123,464,174,290,0,0,0,4815,2477,2338,2180,1189,991
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Jabon,050205,9229,4826,4403,1303,670,633,574,294,280,0,0,0,0,0,0,42,31,11,0,0,0,341,171,170,1640,831,809,25,16,9,2967,1531,1436,2337,1282,1055
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Tarik,050201,8927,4524,4403,802,394,408,583,309,274,0,0,0,55,29,26,196,104,92,0,0,0,1278,417,861,696,463,233,38,23,15,3559,1864,1695,1720,921,799
Prov. Jawa Timur,Kab. Sidoarjo,Kec. Balong Bendo,050218,8859,4541,4318,1440,762,678,542,281,261,0,0,0,206,97,109,0,0,0,0,0,0,191,75,116,199,130,69,0,0,0,4197,2168,2029,2084,1028,1056
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Genteng,052510,22497,12088,10409,2797,1454,1343,249,149,100,0,0,0,9,5,4,843,489,354,0,0,0,2756,1253,1503,4271,2860,1411,63,37,26,7055,3678,3377,4454,2163,2291
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Muncar,052505,22432,11544,10888,2502,1301,1201,764,392,372,0,0,0,40,22,18,1938,1019,919,0,0,0,833,315,518,4352,2385,1967,58,40,18,7973,4087,3886,3972,1983,1989
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Banyuwangi,052518,22318,11682,10636,3042,1565,1477,526,283,243,43,26,17,70,37,33,1746,988,758,0,0,0,1051,428,623,1023,733,290,92,70,22,10106,5212,4894,4619,2340,2279
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Srono,052511,14096,7323,6773,2129,1087,1042,283,161,122,13,8,5,0,0,0,1053,624,429,0,0,0,1164,438,726,740,465,275,25,13,12,5369,2715,2654,3320,1812,1508
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Tegalsari,052523,13399,6925,6474,1334,691,643,165,84,81,0,0,0,0,0,0,1689,906,783,0,0,0,798,239,559,3861,2148,1713,0,0,0,2974,1576,1398,2578,1281,1297
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Rogojampi,052512,12623,6579,6044,1398,710,688,230,113,117,0,0,0,0,0,0,1271,660,611,0,0,0,1228,507,721,2359,1420,939,63,37,26,3670,1920,1750,2404,1212,1192
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Glenmore,052508,12092,6110,5982,1810,899,911,196,105,91,0,0,0,0,0,0,1505,781,724,0,0,0,1616,680,936,727,429,298,22,16,6,4385,2270,2115,1831,930,901
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Kalibaru,052509,12041,6410,5631,1332,688,644,582,293,289,0,0,0,0,0,0,2236,1293,943,0,0,0,108,51,57,1294,738,556,71,42,29,4556,2359,2197,1862,946,916
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Giri,052519,11020,4802,6218,832,420,412,194,98,96,64,38,26,0,0,0,808,367,441,676,248,428,1026,434,592,3547,1174,2373,183,112,71,2510,1329,1181,1180,582,598
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Singojuruh,052514,10865,5379,5486,755,363,392,268,138,130,0,0,0,0,0,0,1619,785,834,0,0,0,1003,432,571,1971,923,1048,45,28,17,3553,1803,1750,1651,907,744
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Wongsorejo,052521,10811,5692,5119,1335,721,614,351,167,184,0,0,0,84,44,40,862,451,411,0,0,0,639,321,318,1510,808,702,40,18,22,4090,2112,1978,1900,1050,850
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Cluring,052506,10413,5297,5116,1458,757,701,28,14,14,0,0,0,0,0,0,269,148,121,0,0,0,977,361,616,1495,853,642,203,113,90,4086,2112,1974,1897,939,958
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Gambiran,052507,10371,5429,4942,1658,851,807,219,119,100,0,0,0,0,0,0,741,450,291,0,0,0,992,361,631,373,291,82,136,88,48,3932,2028,1904,2320,1241,1079
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Sempu,052515,10252,5402,4850,2064,1036,1028,115,60,55,0,0,0,0,0,0,1164,645,519,0,0,0,23,11,12,553,314,239,0,0,0,4270,2226,2044,2063,1110,953
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Pesanggaran,052501,9950,5191,4759,1206,621,585,0,0,0,0,0,0,0,0,0,1941,1143,798,0,0,0,883,291,592,905,487,418,46,27,19,3865,2014,1851,1104,608,496
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Purwoharjo,052503,9551,4952,4599,1400,748,652,163,76,87,0,0,0,0,0,0,789,477,312,0,0,0,1333,534,799,325,187,138,0,0,0,3269,1729,1540,2272,1201,1071
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Siliragung,052524,9410,5216,4194,1403,776,627,78,36,42,0,0,0,0,0,0,1170,648,522,0,0,0,48,31,17,1602,1069,533,47,26,21,2720,1411,1309,2342,1219,1123
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Tegaldlimo,052504,9365,4900,4465,1382,723,659,176,83,93,0,0,0,0,0,0,789,458,331,0,0,0,1107,439,668,930,636,294,57,24,33,3104,1605,1499,1820,932,888
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Bangorejo,052502,8656,4507,4149,1275,637,638,110,59,51,0,0,0,0,0,0,1028,600,428,0,0,0,731,298,433,241,141,100,74,47,27,3330,1692,1638,1867,1033,834
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Kalipuro,052520,8339,4541,3798,1729,878,851,162,87,75,0,0,0,0,0,0,652,310,342,0,0,0,109,59,50,374,290,84,48,30,18,3581,1906,1675,1684,981,703
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Glagah,052517,8256,4960,3296,659,329,330,141,75,66,26,16,10,0,0,0,513,253,260,0,0,0,1081,429,652,2450,2124,326,0,0,0,2121,1107,1014,1265,627,638
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Kabat,052513,8182,4271,3911,1213,620,593,350,188,162,0,0,0,0,0,0,1792,922,870,0,0,0,208,109,99,140,75,65,23,14,9,3428,1787,1641,1028,556,472
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Songgon,052516,7542,3915,3627,900,486,414,267,146,121,0,0,0,0,0,0,671,324,347,0,0,0,53,34,19,1079,556,523,0,0,0,3024,1566,1458,1548,803,745
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Blimbingsari,052525,5492,2857,2635,1350,710,640,232,128,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,90,78,18,10,8,3158,1608,1550,566,311,255
Prov. Jawa Timur,Kab. Banyuwangi,Kec. Licin,052522,2845,1543,1302,536,279,257,154,79,75,0,0,0,0,0,0,30,16,14,0,0,0,39,15,24,0,0,0,40,25,15,1496,814,682,550,315,235
Prov. Jawa Timur,Kab. Pasuruan,Kec. Pandaan,051912,23300,11867,11433,3113,1595,1518,404,195,209,0,0,0,303,161,142,190,96,94,0,0,0,2136,767,1369,2280,1213,1067,247,171,76,10478,5313,5165,4149,2356,1793
Prov. Jawa Timur,Kab. Pasuruan,Kec. Bangil,051915,20981,10828,10153,2672,1376,1296,497,253,244,39,16,23,107,60,47,196,111,85,0,0,0,1941,833,1108,2942,1615,1327,21,12,9,8428,4398,4030,4138,2154,1984
Prov. Jawa Timur,Kab. Pasuruan,Kec. Gempol,051913,20251,11037,9214,2696,1450,1246,382,186,196,0,0,0,195,102,93,292,142,150,0,0,0,773,344,429,4351,2743,1608,17,7,10,7941,4136,3805,3604,1927,1677
Prov. Jawa Timur,Kab. Pasuruan,Kec. Purwosari,051909,17190,8604,8586,1586,810,776,302,169,133,0,0,0,127,71,56,344,178,166,0,0,0,2133,628,1505,3226,1944,1282,75,49,26,5847,3014,2833,3550,1741,1809
Prov. Jawa Timur,Kab. Pasuruan,Kec. Sukorejo,051911,14672,7797,6875,1939,1047,892,255,145,110,116,53,63,150,89,61,470,249,221,0,0,0,225,130,95,3079,1744,1335,25,11,14,6169,3207,2962,2244,1122,1122
Prov. Jawa Timur,Kab. Pasuruan,Kec. Beji,051914,13668,7515,6153,1619,862,757,392,196,196,0,0,0,113,56,57,833,413,420,0,0,0,205,110,95,1843,1229,614,95,66,29,5571,2941,2630,2997,1642,1355
Prov. Jawa Timur,Kab. Pasuruan,Kec. Grati,051922,12765,6967,5798,1403,742,661,417,213,204,0,0,0,112,66,46,444,187,257,0,0,0,62,30,32,2204,1422,782,0,0,0,6186,3200,2986,1937,1107,830
Prov. Jawa Timur,Kab. Pasuruan,Kec. Kraton,051917,12540,6728,5812,1220,615,605,400,203,197,0,0,0,117,57,60,72,8,64,0,0,0,1152,834,318,459,228,231,0,0,0,6305,3356,2949,2815,1427,1388
Prov. Jawa Timur,Kab. Pasuruan,Kec. Nguling,051924,11045,5822,5223,832,407,425,492,258,234,0,0,0,0,0,0,142,86,56,0,0,0,1226,496,730,859,575,284,0,0,0,5133,2655,2478,2361,1345,1016
Prov. Jawa Timur,Kab. Pasuruan,Kec. Prigen,051910,10744,5636,5108,1676,913,763,255,124,131,0,0,0,94,46,48,543,307,236,0,0,0,328,172,156,1201,664,537,34,28,6,4948,2510,2438,1665,872,793
Prov. Jawa Timur,Kab. Pasuruan,Kec. Kejayan,051907,9689,5179,4510,770,386,384,442,224,218,14,10,4,69,37,32,581,359,222,0,0,0,1219,633,586,188,120,68,0,0,0,5566,2911,2655,840,499,341
Prov. Jawa Timur,Kab. Pasuruan,Kec. Purwodadi,051901,9552,5027,4525,1214,626,588,208,111,97,0,0,0,152,81,71,362,209,153,0,0,0,277,158,119,391,226,165,0,0,0,4990,2574,2416,1958,1042,916
Prov. Jawa Timur,Kab. Pasuruan,Kec. Lekok,051923,9493,5041,4452,1048,554,494,610,316,294,0,0,0,194,96,98,175,97,78,0,0,0,85,40,45,287,177,110,0,0,0,5758,2996,2762,1336,765,571
Prov. Jawa Timur,Kab. Pasuruan,Kec. Wonorejo,051908,9484,5343,4141,1334,681,653,229,118,111,0,0,0,21,11,10,119,54,65,0,0,0,133,91,42,1503,1074,429,0,0,0,4975,2601,2374,1170,713,457
Prov. Jawa Timur,Kab. Pasuruan,Kec. Rembang,051916,8988,4888,4100,1045,527,518,450,243,207,0,0,0,153,67,86,51,23,28,0,0,0,0,0,0,1311,881,430,0,0,0,4908,2497,2411,1070,650,420
Prov. Jawa Timur,Kab. Pasuruan,Kec. Gondang Wetan,051919,8467,4538,3929,704,385,319,133,74,59,0,0,0,58,26,32,102,42,60,0,0,0,1120,590,530,457,280,177,0,0,0,4328,2263,2065,1565,878,687
Prov. Jawa Timur,Kab. Pasuruan,Kec. Tutur,051902,8425,4345,4080,907,433,474,300,142,158,0,0,0,22,9,13,736,426,310,0,0,0,213,118,95,1017,548,469,0,0,0,3632,1883,1749,1598,786,812
Prov. Jawa Timur,Kab. Pasuruan,Kec. Winongan,051921,7154,4186,2968,856,458,398,214,101,113,0,0,0,86,36,50,242,114,128,0,0,0,0,0,0,1272,962,310,124,82,42,3328,1756,1572,1032,677,355
Prov. Jawa Timur,Kab. Pasuruan,Kec. Pasrepan,051906,5844,3122,2722,528,263,265,216,117,99,0,0,0,342,171,171,199,101,98,0,0,0,0,0,0,130,104,26,0,0,0,3718,1958,1760,711,408,303
Prov. Jawa Timur,Kab. Pasuruan,Kec. Rejoso,051920,5822,3130,2692,952,500,452,195,99,96,0,0,0,151,78,73,363,202,161,0,0,0,0,0,0,20,9,11,0,0,0,3211,1709,1502,930,533,397
Prov. Jawa Timur,Kab. Pasuruan,Kec. Pohjentrek,051918,4669,2715,1954,583,312,271,231,115,116,0,0,0,90,47,43,427,224,203,0,0,0,203,180,23,71,46,25,0,0,0,2360,1237,1123,704,554,150
Prov. Jawa Timur,Kab. Pasuruan,Kec. Lumbang,051905,4541,2338,2203,587,282,305,327,159,168,0,0,0,0,0,0,92,52,40,0,0,0,270,145,125,0,0,0,0,0,0,2586,1334,1252,679,366,313
Prov. Jawa Timur,Kab. Pasuruan,Kec. Puspo,051903,4049,2149,1900,499,246,253,107,54,53,0,0,0,15,6,9,330,192,138,0,0,0,0,0,0,346,206,140,0,0,0,2121,1113,1008,631,332,299
Prov. Jawa Timur,Kab. Pasuruan,Kec. Tosari,051904,3545,1816,1729,449,221,228,286,166,120,0,0,0,0,0,0,372,194,178,0,0,0,294,148,146,0,0,0,0,0,0,1477,753,724,667,334,333
Prov. Jawa Timur,Kab. Kediri,Kec. Pare,051322,26919,14146,12773,2514,1291,1223,545,302,243,87,50,37,390,179,211,561,375,186,0,0,0,2845,1064,1781,6500,3861,2639,87,50,37,8522,4406,4116,4868,2568,2300
Prov. Jawa Timur,Kab. Kediri,Kec. Mojo,051310,16947,9030,7917,1346,697,649,410,206,204,30,19,11,1012,510,502,572,342,230,0,0,0,2347,1022,1325,1163,831,332,30,14,16,4360,2311,2049,5677,3078,2599
Prov. Jawa Timur,Kab. Kediri,Kec. Gurah,051316,13099,6734,6365,1340,692,648,502,271,231,18,8,10,575,284,291,614,368,246,0,0,0,1081,401,680,918,577,341,75,49,26,5667,2910,2757,2309,1174,1135
Prov. Jawa Timur,Kab. Kediri,Kec. Wates,051307,13098,6963,6135,1350,685,665,237,127,110,0,0,0,305,161,144,73,41,32,0,0,0,1250,395,855,2508,1683,825,90,56,34,4579,2391,2188,2706,1424,1282
Prov. Jawa Timur,Kab. Kediri,Kec. Ngadiluwih,051309,11911,6260,5651,1825,969,856,329,170,159,6,3,3,559,299,260,491,340,151,0,0,0,992,422,570,333,250,83,92,52,40,4883,2557,2326,2401,1198,1203
Prov. Jawa Timur,Kab. Kediri,Kec. Kepung,051304,11185,5737,5448,1369,704,665,424,215,209,0,0,0,514,260,254,884,574,310,0,0,0,225,119,106,505,209,296,95,57,38,4459,2281,2178,2710,1318,1392
Prov. Jawa Timur,Kab. Kediri,Kec. Plosoklaten,051306,11132,5448,5684,947,507,440,300,156,144,0,0,0,471,216,255,63,22,41,0,0,0,1052,365,687,2048,953,1095,46,25,21,3413,1727,1686,2792,1477,1315
Prov. Jawa Timur,Kab. Kediri,Kec. Kras,051301,10484,5745,4739,1153,582,571,444,243,201,0,0,0,420,223,197,766,468,298,0,0,0,33,23,10,2099,1279,820,72,47,25,3519,1839,1680,1978,1041,937
Prov. Jawa Timur,Kab. Kediri,Kec. Grogol,051314,10090,5119,4971,1083,569,514,209,114,95,0,0,0,274,132,142,132,95,37,0,0,0,1174,455,719,1401,714,687,89,60,29,3485,1811,1674,2243,1169,1074
Prov. Jawa Timur,Kab. Kediri,Kec. Plemahan,051319,10015,5108,4907,1011,521,490,240,130,110,0,0,0,489,254,235,785,513,272,0,0,0,1288,425,863,645,418,227,76,54,22,3659,1865,1794,1822,928,894
Prov. Jawa Timur,Kab. Kediri,Kec. Tarokan,051313,9808,5316,4492,837,434,403,246,131,115,31,14,17,464,221,243,1595,959,636,0,0,0,230,116,114,788,472,316,0,0,0,3421,1778,1643,2196,1191,1005
Prov. Jawa Timur,Kab. Kediri,Kec. Ngasem,051325,9540,5291,4249,1056,526,530,333,162,171,20,11,9,312,147,165,0,0,0,0,0,0,0,0,0,2964,1889,1075,72,42,30,3225,1659,1566,1558,855,703
Prov. Jawa Timur,Kab. Kediri,Kec. Semen,051311,8895,4727,4168,1129,560,569,371,177,194,0,0,0,395,193,202,188,133,55,0,0,0,172,85,87,1121,716,405,0,0,0,3685,1900,1785,1834,963,871
Prov. Jawa Timur,Kab. Kediri,Kec. Papar,051318,7843,4363,3480,528,276,252,213,119,94,0,0,0,500,255,245,0,0,0,0,0,0,1034,457,577,768,628,140,54,29,25,2731,1484,1247,2015,1115,900
Prov. Jawa Timur,Kab. Kediri,Kec. Kandangan,051323,7803,4122,3681,934,483,451,111,63,48,0,0,0,253,126,127,242,145,97,0,0,0,1053,383,670,917,802,115,48,29,19,2689,1317,1372,1556,774,782
Prov. Jawa Timur,Kab. Kediri,Kec. Purwoasri,051320,7752,4079,3673,937,508,429,216,122,94,0,0,0,519,258,261,0,0,0,0,0,0,1023,403,620,947,597,350,52,28,24,2638,1365,1273,1420,798,622
Prov. Jawa Timur,Kab. Kediri,Kec. Puncu,051305,7637,3853,3784,1089,603,486,60,29,31,0,0,0,99,47,52,0,0,0,0,0,0,960,356,604,0,0,0,42,27,15,3994,2040,1954,1393,751,642
Prov. Jawa Timur,Kab. Kediri,Kec. Kandat,051308,6923,3550,3373,708,371,337,306,152,154,0,0,0,450,226,224,565,417,148,0,0,0,1023,382,641,22,15,7,144,85,59,2202,1099,1103,1503,803,700
Prov. Jawa Timur,Kab. Kediri,Kec. Ngancar,051303,6917,3591,3326,860,461,399,137,59,78,0,0,0,215,103,112,1048,570,478,0,0,0,0,0,0,77,47,30,49,30,19,3256,1671,1585,1275,650,625
Prov. Jawa Timur,Kab. Kediri,Kec. Badas,051326,6236,3379,2857,1204,635,569,360,173,187,15,9,6,462,229,233,1027,658,369,0,0,0,51,35,16,274,163,111,42,28,14,2121,1105,1016,680,344,336
Prov. Jawa Timur,Kab. Kediri,Kec. Banyakan,051312,5795,3000,2795,1187,568,619,307,175,132,0,0,0,194,102,92,319,201,118,0,0,0,0,0,0,0,0,0,0,0,0,2939,1479,1460,849,475,374
Prov. Jawa Timur,Kab. Kediri,Kec. Kunjang,051321,5490,2962,2528,575,300,275,221,127,94,0,0,0,315,167,148,7,7,0,0,0,0,0,0,0,540,381,159,30,20,10,1902,969,933,1900,991,909
Prov. Jawa Timur,Kab. Kediri,Kec. Pagu,051317,4950,2557,2393,616,334,282,248,140,108,0,0,0,392,206,186,109,75,34,0,0,0,0,0,0,68,43,25,28,16,12,2332,1147,1185,1157,596,561
Prov. Jawa Timur,Kab. Kediri,Kec. Gampengrejo,051315,4279,2322,1957,467,259,208,359,191,168,0,0,0,324,149,175,289,204,85,0,0,0,0,0,0,0,0,0,21,17,4,1816,951,865,1003,551,452
Prov. Jawa Timur,Kab. Kediri,Kec. Kayen Kidul,051324,4247,2186,2061,666,352,314,241,110,131,0,0,0,93,47,46,0,0,0,0,0,0,0,0,0,0,0,0,48,29,19,2603,1316,1287,596,332,264
Prov. Jawa Timur,Kab. Kediri,Kec. Ringinrejo,051302,3978,2159,1819,488,277,211,643,348,295,29,20,9,166,87,79,345,169,176,0,0,0,0,0,0,0,0,0,26,18,8,1681,911,770,600,329,271
Prov. Jawa Timur,Kab. Gresik,Kec. Menganti,050104,25902,13279,12623,3240,1643,1597,1471,725,746,78,44,34,249,120,129,404,215,189,0,0,0,2273,853,1420,2999,1889,1110,0,0,0,9959,5119,4840,5229,2671,2558
Prov. Jawa Timur,Kab. Gresik,Kec. Driyorejo,050102,21926,11602,10324,3338,1739,1599,1238,628,610,48,26,22,185,85,100,166,115,51,0,0,0,1570,577,993,3376,2228,1148,71,49,22,9372,4834,4538,2562,1321,1241
Prov. Jawa Timur,Kab. Gresik,Kec. Gresik,050110,20801,11124,9677,2456,1310,1146,653,340,313,99,47,52,51,22,29,472,267,205,0,0,0,2433,866,1567,3934,2716,1218,0,0,0,6379,3424,2955,4324,2132,2192
Prov. Jawa Timur,Kab. Gresik,Kec. Manyar,050111,19917,10384,9533,3699,1868,1831,1473,786,687,186,100,86,744,375,369,252,147,105,0,0,0,1882,766,1116,1823,1132,691,112,69,43,5925,3095,2830,3821,2046,1775
Prov. Jawa Timur,Kab. Gresik,Kec. Kebomas,050109,18915,9762,9153,3600,1856,1744,877,460,417,32,18,14,384,201,183,90,90,0,0,0,0,2112,892,1220,239,177,62,154,94,60,8667,4488,4179,2760,1486,1274
Prov. Jawa Timur,Kab. Gresik,Kec. Cerme,050105,18592,9798,8794,2553,1338,1215,1073,559,514,0,0,0,41,25,16,0,0,0,1361,759,602,1702,637,1065,3872,2419,1453,147,88,59,5390,2754,2636,2453,1219,1234
Prov. Jawa Timur,Kab. Gresik,Kec. Wringin Anom,050101,11692,6054,5638,1549,818,731,665,337,328,0,0,0,143,73,70,258,142,116,0,0,0,1206,393,813,1081,751,330,0,0,0,4825,2495,2330,1965,1045,920
Prov. Jawa Timur,Kab. Gresik,Kec. Bungah,050112,10292,5554,4738,1379,739,640,879,464,415,0,0,0,810,384,426,0,0,0,0,0,0,1028,374,654,1733,1336,397,0,0,0,2239,1140,1099,2224,1117,1107
Prov. Jawa Timur,Kab. Gresik,Kec. Sidayu,050113,8553,4534,4019,1188,623,565,571,303,268,0,0,0,397,214,183,41,41,0,0,0,0,1599,617,982,1093,770,323,62,42,20,1970,1033,937,1632,891,741
Prov. Jawa Timur,Kab. Gresik,Kec. Balong Panggang,050107,8498,4319,4179,1224,637,587,763,383,380,0,0,0,95,46,49,190,113,77,0,0,0,957,385,572,542,336,206,0,0,0,2995,1496,1499,1732,923,809
Prov. Jawa Timur,Kab. Gresik,Kec. Kedamean,050103,8057,4131,3926,997,517,480,830,437,393,0,0,0,41,26,15,163,112,51,0,0,0,1152,491,661,142,101,41,0,0,0,3145,1628,1517,1587,819,768
Prov. Jawa Timur,Kab. Gresik,Kec. Benjeng,050106,7950,4237,3713,1516,793,723,868,419,449,0,0,0,116,54,62,0,0,0,0,0,0,153,87,66,476,331,145,0,0,0,2910,1558,1352,1911,995,916
Prov. Jawa Timur,Kab. Gresik,Kec. Dukun,050114,6963,3692,3271,1057,565,492,838,442,396,0,0,0,581,303,278,130,75,55,0,0,0,1120,554,566,483,322,161,59,37,22,1959,1020,939,736,374,362
Prov. Jawa Timur,Kab. Gresik,Kec. Sangkapura,050117,6648,3423,3225,1171,626,545,340,166,174,0,0,0,0,0,0,0,0,0,0,0,0,805,391,414,361,210,151,0,0,0,3273,1670,1603,698,360,338
Prov. Jawa Timur,Kab. Gresik,Kec. Ujung Pangkah,050116,5515,2862,2653,1022,522,500,726,366,360,0,0,0,574,295,279,66,43,23,0,0,0,328,162,166,375,198,177,34,21,13,1656,885,771,734,370,364
Prov. Jawa Timur,Kab. Gresik,Kec. Duduk Sampeyan,050108,4916,2697,2219,814,389,425,693,361,332,0,0,0,154,85,69,0,0,0,0,0,0,124,62,62,932,622,310,0,0,0,1430,758,672,769,420,349
Prov. Jawa Timur,Kab. Gresik,Kec. Panceng,050115,4413,2344,2069,1062,566,496,809,405,404,0,0,0,178,93,85,0,0,0,0,0,0,136,68,68,243,160,83,0,0,0,1405,736,669,580,316,264
Prov. Jawa Timur,Kab. Gresik,Kec. Tambak,050118,3298,1768,1530,517,270,247,292,154,138,0,0,0,0,0,0,0,0,0,0,0,0,236,136,100,10,6,4,0,0,0,1903,1006,897,340,196,144
Prov. Jawa Timur,Kab. Jombang,Kec. Jombang,050413,38591,20126,18465,3590,1900,1690,1628,853,775,185,93,92,14,9,5,268,111,157,0,0,0,5017,1971,3046,11820,6915,4905,218,134,84,9000,4634,4366,6851,3506,3345
Prov. Jawa Timur,Kab. Jombang,Kec. Mojoagung,050409,15842,8225,7617,1507,798,709,974,486,488,24,14,10,0,0,0,248,157,91,722,382,340,1197,442,755,4206,2317,1889,76,48,28,3876,2009,1867,3012,1572,1440
Prov. Jawa Timur,Kab. Jombang,Kec. Diwek,050404,15828,9318,6510,1726,924,802,660,339,321,205,112,93,123,58,65,873,570,303,0,0,0,1019,563,456,2042,1543,499,37,19,18,5144,2719,2425,3999,2471,1528
Prov. Jawa Timur,Kab. Jombang,Kec. Ngoro,050405,13059,6855,6204,1329,681,648,570,295,275,15,9,6,0,0,0,0,0,0,0,0,0,1573,665,908,2158,1358,800,119,73,46,4006,2064,1942,3289,1710,1579
